,source,band,zbound,zvalue
471,../1024/data/frame_00860,B4,zmax,315.61090948871396
472,../1024/data/frame_00860,B5,zmin,903.0048352837331
473,../1024/data/frame_00860,B5,zmax,3834.0433605656226
474,../1024/data/frame_00860,B6,zmin,19.119869417452705
475,../1024/data/frame_00860,B6,zmax,180.4634756108353
476,../1024/data/frame_00860,B7,zmin,-0.00029998003299209325
477,../1024/data/frame_00860,B7,zmax,0.14906958577574855
478,../1024/data/frame_00860,B8,zmin,-0.00523357236715289
479,../1024/data/frame_00860,B8,zmax,0.050097933486739785
480,../1024/data/frame_00862,B3,zmin,4.122729778289795
481,../1024/data/frame_00862,B3,zmax,204.65944204736263
482,../1024/data/frame_00862,B4,zmin,17.89335823059082
483,../1024/data/frame_00862,B4,zmax,543.4584369117435
484,../1024/data/frame_00862,B5,zmin,741.5223211249412
485,../1024/data/frame_00862,B5,zmax,6040.053705756512
486,../1024/data/frame_00862,B6,zmin,13.88869968241104
487,../1024/data/frame_00862,B6,zmax,243.51837679558125
488,../1024/data/frame_00862,B7,zmin,-0.0039976165429964775
489,../1024/data/frame_00862,B7,zmax,0.1784611754987313
490,../1024/data/frame_00862,B8,zmin,-0.0033750219728272005
491,../1024/data/frame_00862,B8,zmax,0.028207701084486978
492,../1024/data/frame_00863,B3,zmin,3.8865792751312256
493,../1024/data/frame_00863,B3,zmax,214.91681746677526
494,../1024/data/frame_00863,B4,zmin,17.07773208618164
495,../1024/data/frame_00863,B4,zmax,592.6978834377641
496,../1024/data/frame_00863,B5,zmin,740.2217838149277
497,../1024/data/frame_00863,B5,zmax,6864.487820553417
498,../1024/data/frame_00863,B6,zmin,13.90543423326914
499,../1024/data/frame_00863,B6,zmax,296.9946077843897
500,../1024/data/frame_00863,B7,zmin,-0.004290641568415017
501,../1024/data/frame_00863,B7,zmax,0.2991337011997641
502,../1024/data/frame_00863,B8,zmin,-0.0033119599589433177
503,../1024/data/frame_00863,B8,zmax,0.030710707347933183
504,../1024/data/frame_00864,B3,zmin,1.6209113597869873
505,../1024/data/frame_00864,B3,zmax,71.25660363600312
506,../1024/data/frame_00864,B4,zmin,16.154888153076172
507,../1024/data/frame_00864,B4,zmax,152.8120646938587
508,../1024/data/frame_00864,B5,zmin,831.6379781344797
509,../1024/data/frame_00864,B5,zmax,2273.8506561095924
510,../1024/data/frame_00864,B6,zmin,14.172495743780015
511,../1024/data/frame_00864,B6,zmax,125.71607743107569
512,../1024/data/frame_00864,B7,zmin,-0.004121595383992887
513,../1024/data/frame_00864,B7,zmax,0.05113525794992391
514,../1024/data/frame_00864,B8,zmin,-0.002285795904222685
515,../1024/data/frame_00864,B8,zmax,0.0023836785375162136
516,../1024/data/frame_00865,B3,zmin,3.944835662841797
517,../1024/data/frame_00865,B3,zmax,61.26141508308044
518,../1024/data/frame_00865,B4,zmin,16.765182495117188
519,../1024/data/frame_00865,B4,zmax,114.68715742849048
520,../1024/data/frame_00865,B5,zmin,841.934828524726
521,../1024/data/frame_00865,B5,zmax,1822.1939561704762
522,../1024/data/frame_00865,B6,zmin,17.812082971071188
523,../1024/data/frame_00865,B6,zmax,112.86142779903506
524,../1024/data/frame_00865,B7,zmin,-0.001568063111444035
525,../1024/data/frame_00865,B7,zmax,0.011441017694837853
526,../1024/data/frame_00865,B8,zmin,-0.0031316008420462153
527,../1024/data/frame_00865,B8,zmax,0.0047008890547894444
528,../1024/data/frame_00866,B3,zmin,10.026291847229004
529,../1024/data/frame_00866,B3,zmax,91.97932622621485
530,../1024/data/frame_00866,B4,zmin,38.8316650390625
531,../1024/data/frame_00866,B4,zmax,204.50338935056516
532,../1024/data/frame_00866,B5,zmin,985.9844414461058
533,../1024/data/frame_00866,B5,zmax,3035.733860182301
534,../1024/data/frame_00866,B6,zmin,21.944890004174823
535,../1024/data/frame_00866,B6,zmax,90.32178631706444
536,../1024/data/frame_00866,B7,zmin,0.006263940863147188
537,../1024/data/frame_00866,B7,zmax,0.048678633829561474
538,../1024/data/frame_00866,B8,zmin,-0.004216020540411795
539,../1024/data/frame_00866,B8,zmax,0.03194158048419617
540,../1024/data/frame_00868,B3,zmin,14.686813354492188
541,../1024/data/frame_00868,B3,zmax,163.55959988385655
542,../1024/data/frame_00868,B4,zmin,45.273651123046875
543,../1024/data/frame_00868,B4,zmax,401.54681396484375
544,../1024/data/frame_00868,B5,zmin,1140.714195470584
545,../1024/data/frame_00868,B5,zmax,4932.8492617928205
546,../1024/data/frame_00868,B6,zmin,26.726143448113817
547,../1024/data/frame_00868,B6,zmax,338.3489214161924
548,../1024/data/frame_00868,B7,zmin,0.0066107324627763375
549,../1024/data/frame_00868,B7,zmax,0.27464441268748085
550,../1024/data/frame_00868,B8,zmin,-0.007553173503366318
551,../1024/data/frame_00868,B8,zmax,0.05275795252949337
552,../1024/data/frame_00869,B3,zmin,10.566239356994629
553,../1024/data/frame_00869,B3,zmax,214.895373462297
554,../1024/data/frame_00869,B4,zmin,35.90766906738281
555,../1024/data/frame_00869,B4,zmax,555.8905356345797
556,../1024/data/frame_00869,B5,zmin,943.5377193103411
557,../1024/data/frame_00869,B5,zmax,6372.196530618487
558,../1024/data/frame_00869,B6,zmin,20.43735940483958
559,../1024/data/frame_00869,B6,zmax,537.6267452915599
560,../1024/data/frame_00869,B7,zmin,0.004914805743785578
561,../1024/data/frame_00869,B7,zmax,0.407516779450786
562,../1024/data/frame_00869,B8,zmin,-0.005683625073846043
563,../1024/data/frame_00869,B8,zmax,0.0688595244770051
564,../1024/data/frame_00870,B3,zmin,14.135204315185547
565,../1024/data/frame_00870,B3,zmax,227.34424418500754
566,../1024/data/frame_00870,B4,zmin,52.055320739746094
567,../1024/data/frame_00870,B4,zmax,579.848692634471
568,../1024/data/frame_00870,B5,zmin,1073.2387646729244
569,../1024/data/frame_00870,B5,zmax,6576.347398849484
570,../1024/data/frame_00870,B6,zmin,29.721319972722476
571,../1024/data/frame_00870,B6,zmax,612.6803742947327
572,../1024/data/frame_00870,B7,zmin,0.008611289585883529
573,../1024/data/frame_00870,B7,zmax,0.46557756117492055
574,../1024/data/frame_00870,B8,zmin,-0.006773927957217579
575,../1024/data/frame_00870,B8,zmax,0.08171073312264765
576,../1024/data/frame_00871,B3,zmin,14.36845874786377
577,../1024/data/frame_00871,B3,zmax,189.15611267089844
578,../1024/data/frame_00871,B4,zmin,52.521095275878906
579,../1024/data/frame_00871,B4,zmax,293.9226379394531
580,../1024/data/frame_00871,B5,zmin,1151.4434504350897
581,../1024/data/frame_00871,B5,zmax,5616.570699387969
582,../1024/data/frame_00871,B6,zmin,32.466367495076845
583,../1024/data/frame_00871,B6,zmax,756.6730603340542
584,../1024/data/frame_00871,B7,zmin,0.009996583143211488
585,../1024/data/frame_00871,B7,zmax,0.4134230315992616
586,../1024/data/frame_00871,B8,zmin,-0.006440458611007359
587,../1024/data/frame_00871,B8,zmax,0.06818299187918875
588,../1024/data/frame_00872,B3,zmin,12.739413261413574
589,../1024/data/frame_00872,B3,zmax,193.9330535139988
590,../1024/data/frame_00872,B4,zmin,47.69776916503906
591,../1024/data/frame_00872,B4,zmax,486.61336918375366
592,../1024/data/frame_00872,B5,zmin,1105.433992075275
593,../1024/data/frame_00872,B5,zmax,6323.1720631100925
594,../1024/data/frame_00872,B6,zmin,27.630080265802412
595,../1024/data/frame_00872,B6,zmax,862.8875352709279
596,../1024/data/frame_00872,B7,zmin,0.005653976579342459
597,../1024/data/frame_00872,B7,zmax,0.45171169921005677
598,../1024/data/frame_00872,B8,zmin,-0.007376303936495332
599,../1024/data/frame_00872,B8,zmax,0.0717128397037435
600,../1024/data/frame_00873,B3,zmin,13.333043098449707
601,../1024/data/frame_00873,B3,zmax,173.80288696289062
602,../1024/data/frame_00873,B4,zmin,48.44956970214844
603,../1024/data/frame_00873,B4,zmax,369.2725524902344
604,../1024/data/frame_00873,B5,zmin,1107.2632588290512
605,../1024/data/frame_00873,B5,zmax,5902.984859354784
606,../1024/data/frame_00873,B6,zmin,25.97760436572094
607,../1024/data/frame_00873,B6,zmax,915.487131316209
608,../1024/data/frame_00873,B7,zmin,0.0057645652305865595
609,../1024/data/frame_00873,B7,zmax,0.4918467880609468
610,../1024/data/frame_00873,B8,zmin,-0.006135754524122071
611,../1024/data/frame_00873,B8,zmax,0.07815819459265709
612,../1024/data/frame_00874,B3,zmin,4.26372766494751
613,../1024/data/frame_00874,B3,zmax,93.53411865234375
614,../1024/data/frame_00874,B4,zmin,24.319656372070312
615,../1024/data/frame_00874,B4,zmax,153.6953582763672
616,../1024/data/frame_00874,B5,zmin,817.6825593094609
617,../1024/data/frame_00874,B5,zmax,2045.5991626667621
618,../1024/data/frame_00874,B6,zmin,16.000685914798442
619,../1024/data/frame_00874,B6,zmax,174.76745124447905
620,../1024/data/frame_00874,B7,zmin,-0.0031684651107753924
621,../1024/data/frame_00874,B7,zmax,0.06343432043034142
622,../1024/data/frame_00874,B8,zmin,-0.0032669576578556493
623,../1024/data/frame_00874,B8,zmax,0.02271821754913011
624,../1024/data/frame_00878,B3,zmin,9.856385231018066
625,../1024/data/frame_00878,B3,zmax,77.60801786335628
626,../1024/data/frame_00878,B4,zmin,34.88789367675781
627,../1024/data/frame_00878,B4,zmax,171.09897870520996
628,../1024/data/frame_00878,B5,zmin,954.2213855656795
629,../1024/data/frame_00878,B5,zmax,2637.7892393679617
630,../1024/data/frame_00878,B6,zmin,20.87448561888151
631,../1024/data/frame_00878,B6,zmax,114.97346978194619
632,../1024/data/frame_00878,B7,zmin,-0.0010441809873038125
633,../1024/data/frame_00878,B7,zmax,0.012998751492912236
634,../1024/data/frame_00878,B8,zmin,-0.003325082584234521
635,../1024/data/frame_00878,B8,zmax,0.0032634254937310096
636,../1024/data/frame_00879,B3,zmin,5.9002203941345215
637,../1024/data/frame_00879,B3,zmax,111.18104505238355
638,../1024/data/frame_00879,B4,zmin,25.604015350341797
639,../1024/data/frame_00879,B4,zmax,273.80766872340706
640,../1024/data/frame_00879,B5,zmin,927.2315052987318
641,../1024/data/frame_00879,B5,zmax,3536.812918183073
642,../1024/data/frame_00879,B6,zmin,15.36554479319799
643,../1024/data/frame_00879,B6,zmax,260.11777300423716
644,../1024/data/frame_00879,B7,zmin,-0.003743263133847861
645,../1024/data/frame_00879,B7,zmax,0.07901902349418395
646,../1024/data/frame_00879,B8,zmin,-0.0030874148161847597
647,../1024/data/frame_00879,B8,zmax,0.01650079396143952
648,../1024/data/frame_00880,B3,zmin,5.600440979003906
649,../1024/data/frame_00880,B3,zmax,112.75485007126333
650,../1024/data/frame_00880,B4,zmin,21.534761428833008
651,../1024/data/frame_00880,B4,zmax,339.7200843853369
652,../1024/data/frame_00880,B5,zmin,883.5860061282665
653,../1024/data/frame_00880,B5,zmax,4393.222080206559
654,../1024/data/frame_00880,B6,zmin,15.132455117207975
655,../1024/data/frame_00880,B6,zmax,186.684052699147
656,../1024/data/frame_00880,B7,zmin,-0.003183492801082013
657,../1024/data/frame_00880,B7,zmax,0.05759997504619639
658,../1024/data/frame_00880,B8,zmin,-0.002883432866232177
659,../1024/data/frame_00880,B8,zmax,0.01192805888336755
660,../1024/data/frame_00881,B3,zmin,10.527623176574707
661,../1024/data/frame_00881,B3,zmax,79.84233433015231
662,../1024/data/frame_00881,B4,zmin,36.27427291870117
663,../1024/data/frame_00881,B4,zmax,183.7671937599141
664,../1024/data/frame_00881,B5,zmin,991.1856650914139
665,../1024/data/frame_00881,B5,zmax,2496.8165528707036
666,../1024/data/frame_00881,B6,zmin,21.82460604905155
667,../1024/data/frame_00881,B6,zmax,107.94229966123511
668,../1024/data/frame_00881,B7,zmin,-0.0001877895051522803
669,../1024/data/frame_00881,B7,zmax,0.06356512854015153
670,../1024/data/frame_00881,B8,zmin,-0.005342271634829105
671,../1024/data/frame_00881,B8,zmax,0.01549713948034581
672,../1024/data/frame_00882,B3,zmin,9.5022554397583
673,../1024/data/frame_00882,B3,zmax,79.57161512458246
674,../1024/data/frame_00882,B4,zmin,34.981021881103516
675,../1024/data/frame_00882,B4,zmax,166.1234134693181
676,../1024/data/frame_00882,B5,zmin,1004.7703800426857
677,../1024/data/frame_00882,B5,zmax,2359.359657169539
678,../1024/data/frame_00882,B6,zmin,22.528468536596115
679,../1024/data/frame_00882,B6,zmax,104.54078351025942
680,../1024/data/frame_00882,B7,zmin,-0.006784991894535073
681,../1024/data/frame_00882,B7,zmax,0.055512105238015017
682,../1024/data/frame_00882,B8,zmin,-0.0067594251538430905
683,../1024/data/frame_00882,B8,zmax,0.012336616722365915
684,../1024/data/frame_00883,B3,zmin,8.226487159729004
685,../1024/data/frame_00883,B3,zmax,93.99017964646137
686,../1024/data/frame_00883,B4,zmin,30.76891326904297
687,../1024/data/frame_00883,B4,zmax,214.3557586669922
688,../1024/data/frame_00883,B5,zmin,926.4659428692765
689,../1024/data/frame_00883,B5,zmax,3015.9563652006614
690,../1024/data/frame_00883,B6,zmin,20.04225648916819
691,../1024/data/frame_00883,B6,zmax,96.48314042104911
692,../1024/data/frame_00883,B7,zmin,-0.00027513863070015006
693,../1024/data/frame_00883,B7,zmax,0.04730962421019738
694,../1024/data/frame_00883,B8,zmin,-0.007411267080611437
695,../1024/data/frame_00883,B8,zmax,0.06494212089581233
696,../1024/data/frame_00884,B3,zmin,6.007800102233887
697,../1024/data/frame_00884,B3,zmax,72.05615050384779
698,../1024/data/frame_00884,B4,zmin,23.966419219970703
699,../1024/data/frame_00884,B4,zmax,132.20450420994675
700,../1024/data/frame_00884,B5,zmin,858.3311786413988
701,../1024/data/frame_00884,B5,zmax,2095.6850915476484
702,../1024/data/frame_00884,B6,zmin,15.608510208988285
703,../1024/data/frame_00884,B6,zmax,90.10927740063852
704,../1024/data/frame_00884,B7,zmin,-0.0035261232815879543
705,../1024/data/frame_00884,B7,zmax,0.042282283364936765
706,../1024/data/frame_00884,B8,zmin,-0.0030968766561281485
707,../1024/data/frame_00884,B8,zmax,0.003272380422405137
708,../1024/data/frame_00885,B3,zmin,8.171846389770508
709,../1024/data/frame_00885,B3,zmax,78.7565756585944
710,../1024/data/frame_00885,B4,zmin,32.508060455322266
711,../1024/data/frame_00885,B4,zmax,111.97826385498047
712,../1024/data/frame_00885,B5,zmin,956.6088317547546
713,../1024/data/frame_00885,B5,zmax,1873.4564675159031
714,../1024/data/frame_00885,B6,zmin,19.026015548067516
715,../1024/data/frame_00885,B6,zmax,48.6945609869348
716,../1024/data/frame_00885,B7,zmin,-0.0011223213527402013
717,../1024/data/frame_00885,B7,zmax,0.01930402681611283
718,../1024/data/frame_00885,B8,zmin,-0.005383977003355286
719,../1024/data/frame_00885,B8,zmax,0.005546685204768247
720,../1024/data/frame_00886,B3,zmin,10.362153053283691
721,../1024/data/frame_00886,B3,zmax,88.46873514359537
722,../1024/data/frame_00886,B4,zmin,37.822235107421875
723,../1024/data/frame_00886,B4,zmax,196.72194537685425
724,../1024/data/frame_00886,B5,zmin,988.6188489736336
725,../1024/data/frame_00886,B5,zmax,2777.1323061375465
726,../1024/data/frame_00886,B6,zmin,20.929823649694562
727,../1024/data/frame_00886,B6,zmax,100.88408387253892
728,../1024/data/frame_00886,B7,zmin,0.002676784349574856
729,../1024/data/frame_00886,B7,zmax,0.05835735865274285
730,../1024/data/frame_00886,B8,zmin,-0.0058057741331380966
731,../1024/data/frame_00886,B8,zmax,0.005212391222661372
732,../1024/data/frame_00887,B3,zmin,6.4435296058654785
733,../1024/data/frame_00887,B3,zmax,69.43977357826287
734,../1024/data/frame_00887,B4,zmin,27.16461944580078
735,../1024/data/frame_00887,B4,zmax,145.90181309523894
736,../1024/data/frame_00887,B5,zmin,948.5716417492072
737,../1024/data/frame_00887,B5,zmax,2323.4852957983344
738,../1024/data/frame_00887,B6,zmin,16.57194730988038
739,../1024/data/frame_00887,B6,zmax,121.55948179435217
740,../1024/data/frame_00887,B7,zmin,-0.003072560416224538
741,../1024/data/frame_00887,B7,zmax,0.06703199945294912
742,../1024/data/frame_00887,B8,zmin,-0.00579701482091684
743,../1024/data/frame_00887,B8,zmax,0.009176750417319357
744,../1024/data/frame_00888,B3,zmin,6.302654266357422
745,../1024/data/frame_00888,B3,zmax,72.52687248274381
746,../1024/data/frame_00888,B4,zmin,27.575410842895508
747,../1024/data/frame_00888,B4,zmax,152.53952676145047
748,../1024/data/frame_00888,B5,zmin,951.2505316188303
749,../1024/data/frame_00888,B5,zmax,2367.216389749821
750,../1024/data/frame_00888,B6,zmin,16.83508569644441
751,../1024/data/frame_00888,B6,zmax,121.41174865858778
752,../1024/data/frame_00888,B7,zmin,-0.0030813296093973788
753,../1024/data/frame_00888,B7,zmax,0.06749691761616579
754,../1024/data/frame_00888,B8,zmin,-0.00564486835473251
755,../1024/data/frame_00888,B8,zmax,0.010255215583687506
756,../1024/data/frame_00891,B3,zmin,11.123889923095703
757,../1024/data/frame_00891,B3,zmax,79.25428779707761
758,../1024/data/frame_00891,B4,zmin,40.63899612426758
759,../1024/data/frame_00891,B4,zmax,153.56788472724872
760,../1024/data/frame_00891,B5,zmin,1033.7385044855462
761,../1024/data/frame_00891,B5,zmax,2665.1414067639503
762,../1024/data/frame_00891,B6,zmin,23.715793790920923
763,../1024/data/frame_00891,B6,zmax,245.73294611733493
764,../1024/data/frame_00891,B7,zmin,0.0011707907119675133
765,../1024/data/frame_00891,B7,zmax,0.1025549053998815
766,../1024/data/frame_00891,B8,zmin,-0.005969477295050103
767,../1024/data/frame_00891,B8,zmax,0.009774414189688519
768,../1024/data/frame_00894,B3,zmin,8.47457504272461
769,../1024/data/frame_00894,B3,zmax,115.76727171474444
770,../1024/data/frame_00894,B4,zmin,35.72190856933594
771,../1024/data/frame_00894,B4,zmax,179.79257202148438
772,../1024/data/frame_00894,B5,zmin,953.596178267198
773,../1024/data/frame_00894,B5,zmax,3397.426288295208
774,../1024/data/frame_00894,B6,zmin,22.94883893185294
775,../1024/data/frame_00894,B6,zmax,180.45171298308776
776,../1024/data/frame_00894,B7,zmin,0.0016452944011730135
777,../1024/data/frame_00894,B7,zmax,0.12307944131245199
778,../1024/data/frame_00894,B8,zmin,-0.005943806882806439
779,../1024/data/frame_00894,B8,zmax,0.015416737482559353
780,../1024/data/frame_00896,B3,zmin,14.252182960510254
781,../1024/data/frame_00896,B3,zmax,122.26482714228038
782,../1024/data/frame_00896,B4,zmin,50.537269592285156
783,../1024/data/frame_00896,B4,zmax,282.3175180096419
784,../1024/data/frame_00896,B5,zmin,1084.3528711538365
785,../1024/data/frame_00896,B5,zmax,3860.593524166958
786,../1024/data/frame_00896,B6,zmin,27.97017862926162
787,../1024/data/frame_00896,B6,zmax,337.86343187695127
788,../1024/data/frame_00896,B7,zmin,0.00670116382819012
789,../1024/data/frame_00896,B7,zmax,0.19974262464090298
790,../1024/data/frame_00896,B8,zmin,-0.006232663857719368
791,../1024/data/frame_00896,B8,zmax,0.029647582597912753
792,../1024/data/frame_00898,B3,zmin,5.665607929229736
793,../1024/data/frame_00898,B3,zmax,85.7072492849244
794,../1024/data/frame_00898,B4,zmin,28.730993270874023
795,../1024/data/frame_00898,B4,zmax,223.9514094938194
796,../1024/data/frame_00898,B5,zmin,933.480814104777
797,../1024/data/frame_00898,B5,zmax,2912.524290934998
798,../1024/data/frame_00898,B6,zmin,21.142560093907562
799,../1024/data/frame_00898,B6,zmax,158.14917556526564
800,../1024/data/frame_00898,B7,zmin,0.0009468636549289454
801,../1024/data/frame_00898,B7,zmax,0.08159672817837019
802,../1024/data/frame_00898,B8,zmin,-0.005334115788044861
803,../1024/data/frame_00898,B8,zmax,0.04837694114789419
804,../1024/data/frame_00899,B3,zmin,11.534912109375
805,../1024/data/frame_00899,B3,zmax,128.1826569958847
806,../1024/data/frame_00899,B4,zmin,42.054744720458984
807,../1024/data/frame_00899,B4,zmax,344.81164843298944
808,../1024/data/frame_00899,B5,zmin,1039.624372359589
809,../1024/data/frame_00899,B5,zmax,4416.756776357306
810,../1024/data/frame_00899,B6,zmin,29.47391107201999
811,../1024/data/frame_00899,B6,zmax,305.4849677915629
812,../1024/data/frame_00899,B7,zmin,0.004724606471941135
813,../1024/data/frame_00899,B7,zmax,0.1750550977434986
814,../1024/data/frame_00899,B8,zmin,-0.005521262573031398
815,../1024/data/frame_00899,B8,zmax,0.05208443288639955
816,../1024/data/frame_00900,B3,zmin,10.898895263671875
817,../1024/data/frame_00900,B3,zmax,132.4793701171875
818,../1024/data/frame_00900,B4,zmin,39.545135498046875
819,../1024/data/frame_00900,B4,zmax,184.8790283203125
820,../1024/data/frame_00900,B5,zmin,899.9191154335713
821,../1024/data/frame_00900,B5,zmax,2434.5865340338905
822,../1024/data/frame_00900,B6,zmin,25.724491453389206
823,../1024/data/frame_00900,B6,zmax,308.6990434064058
824,../1024/data/frame_00900,B7,zmin,0.0065717101046660845
825,../1024/data/frame_00900,B7,zmax,0.16766608585991066
826,../1024/data/frame_00900,B8,zmin,-0.005829904363640228
827,../1024/data/frame_00900,B8,zmax,0.01455066350036645
828,../1024/data/frame_00901,B3,zmin,12.068572044372559
829,../1024/data/frame_00901,B3,zmax,84.40644836425781
830,../1024/data/frame_00901,B4,zmin,46.3487434387207
831,../1024/data/frame_00901,B4,zmax,354.92320185962956
832,../1024/data/frame_00901,B5,zmin,979.8545036801512
833,../1024/data/frame_00901,B5,zmax,4094.9256583442207
834,../1024/data/frame_00901,B6,zmin,26.896753911244822
835,../1024/data/frame_00901,B6,zmax,361.00221253761316
836,../1024/data/frame_00901,B7,zmin,0.009029372497172162
837,../1024/data/frame_00901,B7,zmax,0.2959471614209443
838,../1024/data/frame_00901,B8,zmin,-0.008551439304444063
839,../1024/data/frame_00901,B8,zmax,0.08691916144007711
840,../1024/data/frame_00902,B3,zmin,6.499505996704102
841,../1024/data/frame_00902,B3,zmax,66.118567334998
842,../1024/data/frame_00902,B4,zmin,25.966686248779297
843,../1024/data/frame_00902,B4,zmax,143.149446743691
844,../1024/data/frame_00902,B5,zmin,799.8872759593721
845,../1024/data/frame_00902,B5,zmax,2167.6854469313575
846,../1024/data/frame_00902,B6,zmin,19.311971584010365
847,../1024/data/frame_00902,B6,zmax,87.75569387196202
848,../1024/data/frame_00902,B7,zmin,0.0020942131374623476
849,../1024/data/frame_00902,B7,zmax,0.04713216763139261
850,../1024/data/frame_00902,B8,zmin,-0.006525388766392427
851,../1024/data/frame_00902,B8,zmax,0.03308263589623686
852,../1024/data/frame_00903,B3,zmin,11.869180679321289
853,../1024/data/frame_00903,B3,zmax,124.32640036367275
854,../1024/data/frame_00903,B4,zmin,40.49879837036133
855,../1024/data/frame_00903,B4,zmax,319.17078199402744
856,../1024/data/frame_00903,B5,zmin,889.8726058884841
857,../1024/data/frame_00903,B5,zmax,2951.230026094074
858,../1024/data/frame_00903,B6,zmin,23.34998564523505
859,../1024/data/frame_00903,B6,zmax,209.4759726467403
860,../1024/data/frame_00903,B7,zmin,0.01030712376212034
861,../1024/data/frame_00903,B7,zmax,0.22018638726679884
862,../1024/data/frame_00903,B8,zmin,-0.007032503691024695
863,../1024/data/frame_00903,B8,zmax,0.052540818230847185
864,../1024/data/frame_00904,B3,zmin,12.268521308898926
865,../1024/data/frame_00904,B3,zmax,131.42399512458908
866,../1024/data/frame_00904,B4,zmin,49.652462005615234
867,../1024/data/frame_00904,B4,zmax,328.93153005553086
868,../1024/data/frame_00904,B5,zmin,1007.855673996845
869,../1024/data/frame_00904,B5,zmax,3579.1023928446693
870,../1024/data/frame_00904,B6,zmin,27.60952056913498
871,../1024/data/frame_00904,B6,zmax,361.36155807616154
872,../1024/data/frame_00904,B7,zmin,0.00902313307596449
873,../1024/data/frame_00904,B7,zmax,0.25776776685525404
874,../1024/data/frame_00904,B8,zmin,-0.010083648756105634
875,../1024/data/frame_00904,B8,zmax,0.0887365743161459
876,../1024/data/frame_00905,B3,zmin,13.752761840820312
877,../1024/data/frame_00905,B3,zmax,133.89520300708634
878,../1024/data/frame_00905,B4,zmin,48.82847595214844
879,../1024/data/frame_00905,B4,zmax,315.44171142578125
880,../1024/data/frame_00905,B5,zmin,1034.069911342065
881,../1024/data/frame_00905,B5,zmax,3814.253918580462
882,../1024/data/frame_00905,B6,zmin,30.157349857079872
883,../1024/data/frame_00905,B6,zmax,466.4127442332234
884,../1024/data/frame_00905,B7,zmin,0.013947863576738492
885,../1024/data/frame_00905,B7,zmax,0.2957715819664591
886,../1024/data/frame_00905,B8,zmin,-0.007568024384925327
887,../1024/data/frame_00905,B8,zmax,0.10230618322746786
888,../1024/data/frame_00907,B3,zmin,8.266639709472656
889,../1024/data/frame_00907,B3,zmax,79.52083929531796
890,../1024/data/frame_00907,B4,zmin,33.992191314697266
891,../1024/data/frame_00907,B4,zmax,69.62750244140625
892,../1024/data/frame_00907,B5,zmin,810.3510286893276
893,../1024/data/frame_00907,B5,zmax,1349.1369127797952
894,../1024/data/frame_00907,B6,zmin,19.523773710953666
895,../1024/data/frame_00907,B6,zmax,64.84128473348386
896,../1024/data/frame_00907,B7,zmin,0.0037360319776373737
897,../1024/data/frame_00907,B7,zmax,0.025938169649856267
898,../1024/data/frame_00907,B8,zmin,-0.007353949031788277
899,../1024/data/frame_00907,B8,zmax,0.006167663581108726
900,../1024/data/frame_00916,B3,zmin,11.390763282775879
901,../1024/data/frame_00916,B3,zmax,96.94982181228048
902,../1024/data/frame_00916,B4,zmin,45.629119873046875
903,../1024/data/frame_00916,B4,zmax,224.42071409669217
904,../1024/data/frame_00916,B5,zmin,1006.9227951467824
905,../1024/data/frame_00916,B5,zmax,2820.564889183521
906,../1024/data/frame_00916,B6,zmin,29.178316207258714
907,../1024/data/frame_00916,B6,zmax,149.34947798020278
908,../1024/data/frame_00916,B7,zmin,0.010201052266960716
909,../1024/data/frame_00916,B7,zmax,0.1033266288234846
910,../1024/data/frame_00916,B8,zmin,-0.003435766096218666
911,../1024/data/frame_00916,B8,zmax,0.0030871267436136007
912,../1024/data/frame_00917,B3,zmin,6.166268348693848
913,../1024/data/frame_00917,B3,zmax,58.28401579982056
914,../1024/data/frame_00917,B4,zmin,25.899492263793945
915,../1024/data/frame_00917,B4,zmax,118.09310810977263
916,../1024/data/frame_00917,B5,zmin,776.934652233821
917,../1024/data/frame_00917,B5,zmax,2049.400262760819
918,../1024/data/frame_00917,B6,zmin,15.350570357448007
919,../1024/data/frame_00917,B6,zmax,71.77517727247306
920,../1024/data/frame_00917,B7,zmin,-0.0004088359782766195
921,../1024/data/frame_00917,B7,zmax,0.02212087997748924
922,../1024/data/frame_00917,B8,zmin,-0.002724761111338766
923,../1024/data/frame_00917,B8,zmax,0.0027967682995125383
924,../1024/data/frame_00918,B3,zmin,11.403759956359863
925,../1024/data/frame_00918,B3,zmax,85.14572954041165
926,../1024/data/frame_00918,B4,zmin,41.976959228515625
927,../1024/data/frame_00918,B4,zmax,179.03478774832644
928,../1024/data/frame_00918,B5,zmin,992.1778345618026
929,../1024/data/frame_00918,B5,zmax,2313.744601528484
930,../1024/data/frame_00918,B6,zmin,25.785654716313303
931,../1024/data/frame_00918,B6,zmax,112.31310250210605
932,../1024/data/frame_00918,B7,zmin,0.009303425352284438
933,../1024/data/frame_00918,B7,zmax,0.029351079440300392
934,../1024/data/frame_00918,B8,zmin,-0.003585307825574817
935,../1024/data/frame_00918,B8,zmax,0.003157297147032616
936,../1024/data/frame_00919,B3,zmin,10.858723640441895
937,../1024/data/frame_00919,B3,zmax,93.02761840820312
938,../1024/data/frame_00919,B4,zmin,38.060394287109375
939,../1024/data/frame_00919,B4,zmax,148.00473022460938
940,../1024/data/frame_00919,B5,zmin,981.8422883969529
941,../1024/data/frame_00919,B5,zmax,3629.867313957072
942,../1024/data/frame_00919,B6,zmin,23.394161029801854
943,../1024/data/frame_00919,B6,zmax,186.14761122667898
